stunde;theta_e;I_N;I_N_dir;I_N_dif;I_E;I_E_dir;I_E_dif;I_S;I_S_dir;I_S_dif;I_W;I_W_dir;I_W_dif;I_H;I_H_dir;I_H_dif
211;2.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
212;1.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
213;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
214;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
215;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
216;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
217;2.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
218;2.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
219;4.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
220;4.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
221;2.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
222;1.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
223;1.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
224;2.2;12.227;0.0;12.227;101.407;89.18;12.227;63.743;51.516;12.227;12.227;0.0;12.227;30.416;1.416;29
225;5.6;55.523;0.0;55.523;602.197;546.674;55.523;518.816;463.293;55.523;55.523;0.0;55.523;220.541;129.136;91.404
226;8.3;87.318;0.0;87.318;588.197;500.879;87.318;728.816;641.498;87.318;87.318;0.0;87.318;344.19;267.75;76.44
227;11.7;91.508;0.0;91.508;436.8;345.293;91.508;848.396;756.888;91.508;91.508;0.0;91.508;429.793;373.947;55.847
228;14.4;86.219;0.0;86.219;225.16;138.941;86.219;913.866;827.647;86.219;86.219;0.0;86.219;477.976;438.553;39.423
229;15.6;70.24;0.0;70.24;70.24;0.0;70.24;889.543;819.303;70.24;158.943;88.703;70.24;459.468;436.857;22.611
230;14.4;47.74;0.0;47.74;47.74;0.0;47.74;793.296;745.556;47.74;340.145;292.405;47.74;384.287;376.332;7.955
231;16.1;27.051;0.0;27.051;27.051;0.0;27.051;644.556;617.505;27.051;463.309;436.258;27.051;270.509;270.509;0.0
232;10.6;13.53;0.0;13.53;13.53;0.0;13.53;442.299;428.769;13.53;478.783;465.253;13.53;135.297;135.297;0.0
233;9.4;10.036;0.0;10.036;10.036;0.0;10.036;108.588;98.551;10.036;167.052;157.016;10.036;17.573;9.416;8.157
234;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
235;2.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
236;2.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
237;1.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
238;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
239;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
240;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
241;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
242;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
243;-1.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
244;1.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
245;2.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
246;2.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
247;2.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
248;2.8;6.589;0.0;6.589;21.295;14.706;6.589;15.023;8.435;6.589;6.589;0.0;6.589;11.025;0.242;10.784
249;5.6;35.026;0.0;35.026;72.932;37.907;35.026;66.952;31.926;35.026;35.026;0.0;35.026;70.604;8.976;61.628
250;6.1;60.56;0.0;60.56;99.907;39.346;60.56;110.643;50.082;60.56;60.56;0.0;60.56;125.961;21.044;104.917
251;7.8;78.285;0.0;78.285;107.595;29.31;78.285;142.058;63.773;78.285;78.285;0.0;78.285;165.879;31.7;134.179
252;12.8;84.049;0.0;84.049;212.028;127.979;84.049;835.385;751.336;84.049;84.049;0.0;84.049;441.868;400.516;41.352
253;15.6;69.835;0.0;69.835;69.835;0.0;69.835;889.085;819.249;69.835;157.082;87.247;69.835;461.577;439.622;21.954
254;15;49.376;0.0;49.376;49.376;0.0;49.376;821.91;772.535;49.376;351.457;302.081;49.376;400.773;392.828;7.945
255;15;28.373;0.0;28.373;28.373;0.0;28.373;669.929;641.555;28.373;481.283;452.909;28.373;283.734;283.734;0.0
256;13.9;15.064;0.0;15.064;15.064;0.0;15.064;485.184;470.12;15.064;525.352;510.289;15.064;150.64;150.64;0.0
257;8.9;8.107;0.0;8.107;8.107;0.0;8.107;122.611;114.504;8.107;190.758;182.652;8.107;17.447;11.616;5.831
258;5.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
259;4.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
260;3.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
261;1.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
262;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
263;-0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
264;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
265;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
266;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
267;-0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
268;-0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
269;-0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
270;-0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
271;-2.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
272;-1.1;6.978;0.0;6.978;204.286;197.308;6.978;119.314;112.336;6.978;6.978;0.0;6.978;34.925;3.371;31.553
273;2.8;56.588;0.0;56.588;683.197;626.609;56.588;580.989;524.4;56.588;56.588;0.0;56.588;247.729;148.783;98.946
274;5.6;92.781;0.0;92.781;653.472;560.691;92.781;801.974;709.193;92.781;92.781;0.0;92.781;382.81;300.129;82.68
275;9.4;99.797;0.0;99.797;481.592;381.794;99.797;924.289;824.492;99.797;99.797;0.0;99.797;475.294;412.47;62.824
276;10;91.898;0.0;91.898;242.808;150.91;91.898;965.079;873.181;91.898;91.898;0.0;91.898;511.023;468.402;42.621
277;12.2;75.187;0.0;75.187;75.187;0.0;75.187;940.69;865.503;75.187;165.83;90.643;75.187;491.978;467.539;24.44
278;12.2;51.222;0.0;51.222;51.222;0.0;51.222;839.589;788.367;51.222;358.601;307.38;51.222;412.501;403.949;8.552
279;13.3;29.243;0.0;29.243;29.243;0.0;29.243;683.999;654.756;29.243;491.181;461.938;29.243;292.432;292.432;0.0
280;11.7;15.395;0.0;15.395;15.395;0.0;15.395;488.372;472.977;15.395;529.026;513.631;15.395;153.953;153.953;0.0
281;8.9;4.192;0.0;4.192;4.192;0.0;4.192;134.498;130.305;4.192;212.338;208.146;4.192;16.145;14.014;2.131
282;4.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
283;2.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
284;1.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
285;1.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
286;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
287;-0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
288;-0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
289;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
290;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
291;1.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
292;1.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
293;1.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
294;1.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
295;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
296;0.6;6.694;0.0;6.694;196.042;189.348;6.694;113.68;106.986;6.694;6.694;0.0;6.694;35.978;3.376;32.602
297;3.9;57.117;0.0;57.117;673.796;616.679;57.117;569.839;512.722;57.117;57.117;0.0;57.117;243.759;146.897;96.861
298;7.2;93.318;0.0;93.318;657.389;564.07;93.318;802.199;708.881;93.318;93.318;0.0;93.318;385.653;302.255;83.398
299;10.6;97.432;0.0;97.432;469.637;372.205;97.432;895.105;797.672;97.432;97.432;0.0;97.432;462.36;401.741;60.619
300;14.4;88.981;0.0;88.981;237.048;148.067;88.981;933.371;844.39;88.981;88.981;0.0;88.981;496.531;455.938;40.593
301;16.1;75.502;0.0;75.502;75.502;0.0;75.502;941.435;865.933;75.502;164.662;89.16;75.502;495.419;471.013;24.406
302;16.7;52.691;0.0;52.691;52.691;0.0;52.691;863.597;810.907;52.691;367.972;315.282;52.691;427.335;418.795;8.54
303;17.2;29.614;0.0;29.614;29.614;0.0;29.614;685.981;656.368;29.614;492.454;462.841;29.614;296.136;296.136;0.0
304;14.4;15.299;0.0;15.299;15.299;0.0;15.299;477.857;462.558;15.299;517.926;502.626;15.299;152.993;152.993;0.0
305;8.9;5.912;0.0;5.912;5.912;0.0;5.912;127.236;121.324;5.912;200.016;194.104;5.912;17.389;13.811;3.578
306;8.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
307;7.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
308;5.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
309;3.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
310;3.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
311;3.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
312;5.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
313;2.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
314;1.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
315;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
316;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
317;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
318;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
319;-1.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
320;-1.1;7.559;0.0;7.559;27.314;19.755;7.559;18.634;11.075;7.559;7.559;0.0;7.559;12.743;0.369;12.375
321;-0.6;36.41;0.0;36.41;77.781;41.371;36.41;70.576;34.166;36.41;36.41;0.0;36.41;73.813;9.891;63.922
322;0;61.936;0.0;61.936;102.659;40.723;61.936;112.778;50.842;61.936;61.936;0.0;61.936;129.042;21.85;107.193
323;0.6;79.752;0.0;79.752;110.727;30.976;79.752;145.624;65.872;79.752;79.752;0.0;79.752;169.846;33.41;136.436
324;1.1;113.308;0.0;113.308;156.289;42.981;113.308;354.89;241.582;113.308;113.308;0.0;113.308;282.235;131.338;150.897
325;1.7;101.954;0.0;101.954;101.954;0.0;101.954;586.972;485.017;101.954;151.039;49.085;101.954;349.878;265.716;84.163
326;2.8;100.411;0.0;100.411;100.411;0.0;100.411;316.431;216.021;100.411;184.172;83.761;100.411;246.338;112.479;133.858
327;1.7;78.513;0.0;78.513;78.513;0.0;78.513;246.971;168.458;78.513;197.256;118.743;78.513;183.409;76.799;106.61
328;1.7;47.914;0.0;47.914;47.914;0.0;47.914;154.833;106.919;47.914;164.183;116.269;47.914;102.864;35.946;66.918
329;0.6;8.104;0.0;8.104;8.104;0.0;8.104;15.373;7.269;8.104;19.755;11.651;8.104;14.024;0.875;13.149
330;-0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
331;-1.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
332;-3.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
333;-5.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
334;-6.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
335;-6.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
336;-6.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
337;-6.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
338;-6.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
339;-6.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
340;-7.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
341;-8.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
342;-10.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
343;-10.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
344;-12.8;4.847;0.0;4.847;213.428;208.582;4.847;120.835;115.989;4.847;4.847;0.0;4.847;41.105;4.083;37.022
345;-9.4;57.835;0.0;57.835;686.351;628.516;57.835;573.33;515.495;57.835;57.835;0.0;57.835;249.379;150.867;98.512
346;-6.1;95.926;0.0;95.926;682.184;586.258;95.926;822.948;727.022;95.926;95.926;0.0;95.926;402.261;315.028;87.233
347;-4.4;104.275;0.0;104.275;505.31;401.035;104.275;950.443;846.168;104.275;104.275;0.0;104.275;499.205;432.313;66.893
348;-3.9;97.968;0.0;97.968;258.817;160.849;97.968;989.058;891.09;97.968;97.968;0.0;97.968;535.638;487.894;47.744
349;-3.9;83.718;0.0;83.718;83.718;0.0;83.718;963.713;879.994;83.718;171.225;87.507;83.718;516.987;485.691;31.296
350;-3.9;53.287;0.0;53.287;53.287;0.0;53.287;862.827;809.54;53.287;366.36;313.073;53.287;433.598;425.083;8.515
351;-5;31.16;0.0;31.16;31.16;0.0;31.16;707.385;676.224;31.16;507.69;476.53;31.16;311.601;311.601;0.0
352;-6.1;16.426;0.0;16.426;16.426;0.0;16.426;496.954;480.527;16.426;539.449;523.023;16.426;164.262;164.262;0.0
353;-7.2;3.683;0.0;3.683;3.683;0.0;3.683;145.983;142.3;3.683;232.187;228.504;3.683;19.484;18.076;1.408
354;-8.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
355;-9.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
356;-12.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
357;-11.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
358;-11.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
359;-11.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
360;-10.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
361;-10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
362;-10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
363;-11.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
364;-11.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
365;-10.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
366;-10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
367;-10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
368;-7.2;12.185;0.0;12.185;72.525;60.341;12.185;45.461;33.276;12.185;12.185;0.0;12.185;19.891;1.242;18.649
369;-4.4;75.937;0.0;75.937;372.73;296.793;75.937;317.645;241.708;75.937;75.937;0.0;75.937;186.564;71.556;115.009
370;-6.1;90.105;0.0;90.105;615.713;525.608;90.105;737.457;647.352;90.105;90.105;0.0;90.105;361.264;282.93;78.333
371;-3.9;94.436;0.0;94.436;456.141;361.705;94.436;851.574;757.138;94.436;94.436;0.0;94.436;447.356;389.777;57.579
372;-2.2;84.844;0.0;84.844;222.841;137.997;84.844;838.36;753.517;84.844;84.844;0.0;84.844;456.037;415.61;40.427
373;0.6;68.655;0.0;68.655;68.655;0.0;68.655;864.325;795.67;68.655;146.375;77.72;68.655;463.082;442.528;20.555
374;3.9;45.37;0.0;45.37;45.37;0.0;45.37;769.747;724.377;45.37;324.798;279.428;45.37;389.119;383.677;5.442
375;2.8;29.113;0.0;29.113;29.113;0.0;29.113;654.018;624.905;29.113;469.412;440.299;29.113;291.126;291.126;0.0
376;1.7;40.372;0.0;40.372;40.372;0.0;40.372;332.647;292.275;40.372;358.827;318.455;40.372;130.248;101.613;28.635
377;0;12.05;0.0;12.05;12.05;0.0;12.05;112.98;100.929;12.05;174.465;162.414;12.05;23.057;13.517;9.54
378;3.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
379;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
380;5.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
381;6.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
382;5.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
383;6.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
384;1.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
385;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
386;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
387;-1.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
388;-1.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
389;-2.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
390;-2.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
391;-2.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
392;-2.8;12.651;0.0;12.651;76.442;63.791;12.651;47.529;34.878;12.651;12.651;0.0;12.651;20.787;1.382;19.405
393;-2.2;58.465;0.0;58.465;682.083;623.618;58.465;562.673;504.207;58.465;58.465;0.0;58.465;250.217;151.072;99.145
394;0;95.766;0.0;95.766;672.757;576.991;95.766;801.447;705.682;95.766;95.766;0.0;95.766;398.211;311.2;87.011
395;0.6;105.698;0.0;105.698;512.636;406.937;105.698;950.684;844.985;105.698;105.698;0.0;105.698;506.592;438.442;68.15
396;1.7;100.035;0.0;100.035;265.203;165.168;100.035;988.972;888.936;100.035;100.035;0.0;100.035;543.636;494.04;49.596
397;3.3;76.707;0.0;76.707;76.707;0.0;76.707;941.01;864.303;76.707;159.609;82.901;76.707;508.769;484.511;24.258
398;4.4;52.154;0.0;52.154;52.154;0.0;52.154;840.96;788.806;52.154;355.69;303.535;52.154;429.419;421.544;7.875
399;4.4;29.363;0.0;29.363;29.363;0.0;29.363;652.616;623.253;29.363;468.482;439.119;29.363;293.632;293.632;0.0
400;3.3;15.016;0.0;15.016;15.016;0.0;15.016;439.587;424.571;15.016;478.165;463.149;15.016;150.161;150.161;0.0
401;2.2;8.792;0.0;8.792;8.792;0.0;8.792;135.904;127.113;8.792;213.809;205.017;8.792;23.67;17.927;5.744
402;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
403;-1.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
404;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
405;-1.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
406;-1.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
407;-1.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
408;-0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
409;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
410;7.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
411;7.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
412;7.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
413;2.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
414;2.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
415;2.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
416;6.1;16.329;0.0;16.329;91.924;75.595;16.329;57.298;40.969;16.329;16.329;0.0;16.329;37.726;1.726;36
417;7.2;73.547;0.0;73.547;471.209;397.661;73.547;392.687;319.14;73.547;73.547;0.0;73.547;216.829;96.829;120
418;10.6;93.307;0.0;93.307;643.331;550.024;93.307;761.224;667.917;93.307;93.307;0.0;93.307;380.19;297.3;82.89
419;12.8;99.153;0.0;99.153;476.045;376.893;99.153;875.389;776.236;99.153;99.153;0.0;99.153;468.424;406.069;62.355
420;14.4;91.01;0.0;91.01;246.376;155.365;91.01;915.199;824.189;91.01;91.01;0.0;91.01;503.924;461.66;42.264
